#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 1 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>1minute
#     DESCRIPTOR                      IMF and Plasma data
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            1minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                 
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html   
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_1min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 1 minute
#     LOGICAL_SOURCE                  omni_hro_1min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 1-minute IMF and Plasma Data Time-Shifted to the                           
#                                      Nose of the Earth's Bow Shock, plus Magnetic Indices                                                  
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_1min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/OMNI/HighResolutionObservations/Version1/PT1M
#     CDAWEB_PARENTS                  omni_hro_1min_00000000_v01
#                                     omni_hro_1min_19970201_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Magnitude of avg. field vector (nT) (last currently-available OMNI B-field data Mar 13, 2024)
#  3. Bx (nT), GSE
#  4. By (nT), GSE
#  5. Bz (nT), GSE
#  6. Flow Speed (km/s), GSE
#  7. Vx Velocity (km/s), GSE
#  8. Vy Velocity (km/s), GSE
#  9. Vz Velocity (km/s), GSE
# 10. Proton density (n/cc) (last currently-available OMNI plasma data Mar 13, 2024)
# 11. Temperature (K)
# 12. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#
EPOCH_TIME              MAG_AVG_B-VECTOR       BX,_GSE       BY,_GSE       BZ,_GSE FLOW_SPEED,_GSE VX_VELOCITY,_GSE VY_VELOCITY,_GSE VZ_VELOCITY,_GSE PROTON_DENSITY   TEMPERATURE   PLASMA_BETA
dd-mm-yyyy hh:mm:ss.ms                nT            nT            nT            nT            km/s             km/s             km/s             km/s           n/cc             K              
08-02-1997 18:23:00.000          4.63000      -4.44000       1.15000      0.390000         611.500         -604.500          92.5000          1.70000        3.85000       274001.       3.01000
08-02-1997 18:24:00.000          4.64000      -4.22000       1.76000     -0.600000         606.200         -598.900          93.9000          3.30000        4.00000       303132.       3.33000
08-02-1997 18:25:00.000          4.69000      -4.32000       1.57000     -0.650000         605.900         -598.600          94.1000          3.50000        4.01000       304819.       3.29000
08-02-1997 18:26:00.000          4.65000      -3.90000       2.01000      -1.40000         607.700         -600.400          92.3000          16.4000        4.00000       280016.       3.14000
08-02-1997 18:27:00.000          4.41000      -4.10000      0.100000     -0.450000         608.200         -600.600          94.6000          13.9000        4.01000       279585.       3.50000
08-02-1997 18:28:00.000          4.39000      -3.94000      0.250000       1.51000         612.200         -602.700          107.200          7.30000        3.92000       259127.       3.28000
08-02-1997 18:29:00.000          4.68000      -3.44000       1.89000       2.24000         612.200         -603.800          100.900        -0.300000        4.04000       261313.       2.99000
08-02-1997 18:30:00.000          5.04000      -3.40000       3.17000       1.73000         613.300         -605.400          97.6000         -5.70000        4.07000       248036.       2.51000
08-02-1997 18:31:00.000          5.23000      -3.31000       3.42000       2.13000         610.400         -604.700          82.6000         -10.9000        3.83000       258329.       2.25000
08-02-1997 18:32:00.000          5.27000      -3.63000       3.23000       2.00000         610.400         -604.700          82.6000         -10.9000        3.83000       258352.       2.22000
08-02-1997 18:33:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:34:00.000          5.29000      -3.94000       3.22000       1.41000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:35:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:36:00.000          5.23000      -3.99000       3.14000       1.22000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:37:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:38:00.000          5.16000      -4.10000       2.93000       1.08000         600.500         -597.700          56.9000         -10.1000        4.11000       309556.       2.81000
08-02-1997 18:39:00.000          9999.99       9999.99       9999.99       9999.99         600.500         -597.700          56.9000         -10.1000        4.11000       309556.       999.990
08-02-1997 18:40:00.000          5.08000      -3.76000       2.00000       2.37000         600.500         -597.700          56.9000         -10.1000        4.11000       309556.       2.90000
08-02-1997 18:41:00.000          5.08000      -3.76000       2.00000       2.37000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:42:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:43:00.000          5.09000      -3.66000       2.04000       2.81000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:44:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:45:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:46:00.000          5.13000      -3.77000       2.54000       2.31000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:47:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:48:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:49:00.000          5.17000      -4.03000       2.48000       2.07000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:50:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:51:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:52:00.000          5.24000      -3.80000       2.96000       2.03000         602.200         -594.700          94.1000         -10.2000        4.10000       320454.       2.79000
08-02-1997 18:53:00.000          9999.99       9999.99       9999.99       9999.99         602.200         -594.700          94.1000         -10.2000        4.10000       320454.       999.990
08-02-1997 18:54:00.000          5.18000      -4.57000       1.68000       1.70000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:55:00.000          5.18000      -4.57000       1.68000       1.70000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:56:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:57:00.000          5.31000      -3.68000       3.24000       1.96000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:58:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 18:59:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 19:00:00.000          5.21000      -2.95000       3.33000       2.62000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 19:01:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 19:02:00.000          9999.99       9999.99       9999.99       9999.99         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 19:03:00.000          4.88000      -3.09000       2.41000      -1.36000         609.700         -602.500          89.0000          29.1000        3.86000       266939.       2.67000
08-02-1997 19:04:00.000          4.81000      -3.27000       2.28000      0.270000         610.400         -603.100          89.6000          27.3000        3.83000       262878.       2.69000
08-02-1997 19:05:00.000          4.79000      -3.71000       1.90000     -0.720000         609.300         -602.200          89.6000          14.4000        3.94000       281740.       2.93000
08-02-1997 19:06:00.000          5.01000      -3.30000       2.75000      -1.09000         606.900         -599.700          90.4000          10.1000        3.89000       290426.       2.70000
08-02-1997 19:07:00.000          4.58000      -1.86000       1.86000      -3.18000         607.500         -600.100          92.0000          14.2000        3.82000       279809.       3.09000
08-02-1997 19:08:00.000          4.87000      -2.67000       3.01000      -2.13000         615.800         -607.700          96.6000          11.2000        3.64000       221535.       2.23000
08-02-1997 19:09:00.000          5.10000      -2.92000       3.86000      -1.57000         611.100         -605.500          82.6000          2.20000        3.54000       230319.       2.03000
08-02-1997 19:10:00.000          5.04000      -3.33000       3.10000      -2.08000         606.700         -600.900          82.5000          12.1000        3.65000       264557.       2.35000
08-02-1997 19:11:00.000          5.15000      -3.35000       3.32000      -2.01000         605.400         -599.300          83.4000          18.8000        3.68000       280936.       2.36000
08-02-1997 19:12:00.000          5.24000      -3.28000       3.39000      -2.26000         605.400         -599.800          79.8000          18.6000        3.70000       277085.       2.27000
08-02-1997 19:13:00.000          5.27000      -3.31000       3.57000      -1.90000         604.200         -599.000          76.2000          21.1000        3.78000       269974.       2.26000
08-02-1997 19:14:00.000          5.43000      -3.46000       3.69000      -1.95000         603.800         -598.700          74.4000          23.0000        3.68000       251783.       1.97000
08-02-1997 19:15:00.000          5.48000      -3.38000       3.70000      -2.20000         602.300         -597.900          69.0000          22.9000        3.61000       238433.       1.83000
08-02-1997 19:16:00.000          5.51000      -3.12000       3.82000      -2.41000         600.000         -594.700          76.2000          23.9000        3.62000       232911.       1.79000
08-02-1997 19:17:00.000          5.64000      -3.06000       4.15000      -2.27000         598.300         -593.100          74.6000          24.7000        3.43000       199510.       1.47000
08-02-1997 19:18:00.000          5.65000      -3.23000       4.17000      -2.01000         597.500         -592.300          73.8000          25.1000        3.34000       183320.       1.36000
08-02-1997 19:19:00.000          5.57000      -2.93000       4.31000      -1.89000         600.500         -595.400          77.0000          14.2000        3.47000       226939.       1.65000
08-02-1997 19:20:00.000          5.53000      -3.28000       4.15000      -1.44000         602.600         -597.300          77.5000          17.8000        3.36000       217863.       1.58000
08-02-1997 19:21:00.000          5.45000      -2.99000       4.32000      -1.36000         602.100         -596.600          79.8000          16.4000        3.58000       241105.       1.85000
08-02-1997 19:22:00.000          5.62000      -3.16000       4.19000      -1.77000         601.500         -595.900          80.2000          16.0000        3.61000       242090.       1.76000
08-02-1997 19:23:00.000          5.86000      -3.34000       4.56000      -1.46000         597.900         -592.300          78.9000          19.6000        3.41000       184181.       1.29000
08-02-1997 19:24:00.000          5.68000      -3.24000       4.23000      -1.88000         597.900         -592.300          78.9000          19.6000        3.41000       184181.       1.37000
08-02-1997 19:25:00.000          5.69000      -4.09000       3.38000      -1.97000         596.800         -591.400          77.4000          18.4000        3.42000       206592.       1.47000
08-02-1997 19:26:00.000          5.69000      -4.31000       3.01000      -2.15000         596.800         -591.400          77.4000          18.4000        3.42000       206592.       1.47000
08-02-1997 19:27:00.000          5.75000      -4.67000       2.79000      -1.81000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 19:28:00.000          5.74000      -3.75000       3.17000      -2.74000         592.000         -584.700          90.2000          19.0000        3.43000       231507.       1.56000
08-02-1997 19:29:00.000          5.88000      -3.31000       4.10000      -2.51000         591.500         -584.000          91.1000          18.2000        3.43000       236550.       1.51000
08-02-1997 19:30:00.000          5.85000      -3.14000       3.86000      -3.03000         598.200         -592.300          78.6000          29.3000        3.35000       179792.       1.25000
08-02-1997 19:31:00.000          6.01000      -3.43000       3.13000      -3.79000         598.200         -592.100          79.2000          30.6000        3.32000       176226.       1.16000
08-02-1997 19:32:00.000          6.05000      -3.16000       4.29000      -2.80000         595.800         -588.300          87.0000          36.6000        3.08000       167796.       1.04000
08-02-1997 19:33:00.000          6.02000      -3.12000       4.37000      -2.66000         597.000         -591.700          74.1000          26.7000        3.26000       165396.       1.10000
08-02-1997 19:34:00.000          6.03000      -3.25000       4.17000      -2.83000         597.200         -592.400          71.4000          24.7000        3.30000       164898.       1.11000
08-02-1997 19:35:00.000          5.82000      -3.57000       3.92000      -1.83000         597.600         -590.300          89.8000          26.1000        3.63000       216252.       1.54000
08-02-1997 19:36:00.000          5.70000      -3.66000       4.20000      -1.03000         599.200         -592.300          87.3000          22.3000        3.62000       223633.       1.63000
08-02-1997 19:37:00.000          5.63000      -4.01000       3.75000      -1.11000         601.000         -594.700          84.5000          17.9000        3.60000       232193.       1.70000
08-02-1997 19:38:00.000          5.77000      -3.39000       4.47000      -1.09000         599.500         -592.900          86.8000          18.5000        3.61000       226825.       1.60000
08-02-1997 19:39:00.000          5.92000      -3.05000       4.55000      -1.97000         599.200         -592.900          85.2000          16.1000        3.55000       196702.       1.37000
08-02-1997 19:40:00.000          5.91000      -2.80000       4.76000      -1.94000         599.100         -592.900          84.5000          14.9000        3.51000       182215.       1.30000
08-02-1997 19:41:00.000          5.89000      -4.17000       3.92000      -1.14000         595.900         -589.900          80.8000          26.3000        3.25000       143287.       1.06000
08-02-1997 19:42:00.000          6.22000      -4.08000       3.70000      -2.82000         595.900         -589.900          80.8000          26.3000        3.25000       143287.      0.950000
08-02-1997 19:43:00.000          6.29000      -4.07000       4.10000      -2.37000         593.200         -586.200          82.3000          38.8000        2.94000       159934.      0.890000
08-02-1997 19:44:00.000          6.29000      -3.86000       4.39000      -2.27000         593.200         -586.900          78.9000          35.4000        3.06000       169635.      0.960000
08-02-1997 19:45:00.000          6.36000      -3.42000       4.61000      -2.72000         593.200         -587.500          76.0000          32.3000        3.14000       176662.      0.990000
08-02-1997 19:46:00.000          6.33000      -3.46000       4.93000      -1.51000         594.600         -589.000          76.9000          27.4000        2.95000       161542.      0.890000
08-02-1997 19:47:00.000          6.09000      -3.28000       5.01000     -0.920000         598.500         -593.200          78.5000          13.3000        2.89000       152264.      0.910000
08-02-1997 19:48:00.000          5.85000      -2.70000       5.12000     -0.520000         598.900         -593.600          78.7000          11.8000        2.88000       151298.      0.980000
08-02-1997 19:49:00.000          5.74000      -3.00000       4.76000     -0.960000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 19:50:00.000          6.09000      -3.15000       5.06000      -1.03000         595.500         -589.700          77.7000          29.5000        3.42000       227374.       1.36000
08-02-1997 19:51:00.000          6.12000      -3.53000       4.84000      -1.15000         594.800         -588.100          82.5000          33.0000        3.45000       238259.       1.40000
08-02-1997 19:52:00.000          6.11000      -4.27000       4.00000      -1.32000         594.700         -589.400          76.1000          20.8000        3.32000       223972.       1.30000
08-02-1997 19:53:00.000          6.11000      -4.13000       4.39000     -0.360000         592.400         -588.800          63.4000          10.3000        3.35000       233703.       1.35000
08-02-1997 19:54:00.000          6.06000      -4.31000       4.09000     -0.950000         591.200         -587.500          64.7000          11.0000        3.36000       249352.       1.44000
08-02-1997 19:55:00.000          6.11000      -4.22000       4.13000      -1.46000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 19:56:00.000          6.03000      -4.62000       3.61000     -0.990000         591.500         -589.100          53.0000          5.90000        3.33000       195062.       1.23000
08-02-1997 19:57:00.000          6.06000      -4.30000       3.94000      -1.52000         591.900         -586.700          72.6000          18.1000        3.34000       227695.       1.35000
08-02-1997 19:58:00.000          6.04000      -4.70000       3.59000     -0.880000         592.200         -584.500          90.8000          29.3000        3.36000       258058.       1.48000
08-02-1997 19:59:00.000          6.12000      -4.88000       3.61000     -0.440000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 20:00:00.000          6.07000      -4.97000       3.37000     -0.540000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 20:01:00.000          6.09000      -4.96000       3.40000     -0.630000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 20:02:00.000          6.20000      -4.86000       3.65000      -1.11000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 20:03:00.000          6.12000      -4.93000       3.40000      -1.18000         577.600         -571.100          78.1000          37.0000        3.06000       151743.      0.950000
08-02-1997 20:04:00.000          9999.99       9999.99       9999.99       9999.99         577.600         -571.100          78.1000          37.0000        3.06000       151743.       999.990
08-02-1997 20:05:00.000          6.28000      -5.46000       2.91000     -0.710000         574.000         -567.500          79.3000          33.2000        2.95000       137147.      0.830000
08-02-1997 20:06:00.000          6.30000      -5.71000       2.61000      0.220000         576.700         -570.400          82.1000          11.4000        3.14000       171343.      0.990000
08-02-1997 20:07:00.000          6.25000      -5.38000       2.95000      0.990000         578.500         -572.300          83.9000         -2.80000        3.27000       193794.       1.12000
08-02-1997 20:08:00.000          5.87000      -4.40000       2.85000       2.31000         581.600         -575.500          84.6000         -3.50000        3.62000       193883.       1.41000
08-02-1997 20:09:00.000          6.17000      -4.41000       3.65000       2.15000         585.200         -579.500          81.7000         -3.10000        3.52000       189897.       1.22000
08-02-1997 20:10:00.000          6.16000      -4.34000       4.03000       1.50000         586.200         -582.900          61.9000          6.10000        3.44000       173766.       1.14000
08-02-1997 20:11:00.000          6.18000      -4.37000       3.91000       1.54000         586.200         -583.400          56.0000          9.20000        3.46000       177055.       1.15000
08-02-1997 20:12:00.000          6.13000      -4.64000       3.61000       1.64000         586.800         -584.500          50.1000          12.1000        3.48000       183320.       1.20000
08-02-1997 20:13:00.000          6.08000      -4.66000       3.51000       1.59000         583.800         -579.000          74.6000         -1.30000        3.54000       176384.       1.21000
08-02-1997 20:14:00.000          6.05000      -4.92000       2.94000       1.85000         582.300         -577.400          75.5000         -5.70000        3.63000       194803.       1.33000
08-02-1997 20:15:00.000          6.18000      -4.49000       3.28000       2.52000         580.100         -575.200          74.6000          3.20000        3.65000       191246.       1.27000
08-02-1997 20:16:00.000          6.30000      -4.17000       3.07000       3.48000         579.700         -574.800          73.9000          8.50000        3.61000       182380.       1.18000
08-02-1997 20:17:00.000          6.14000      -4.28000       2.53000       3.50000         588.000         -582.600          78.9000        -0.300000        3.66000       183074.       1.26000
08-02-1997 20:18:00.000          6.39000      -4.30000       3.51000       2.63000         587.600         -582.200          78.6000          1.10000        3.67000       187199.       1.18000
08-02-1997 20:19:00.000          6.87000      -5.16000       3.81000       1.27000         584.800         -579.600          76.9000          10.0000        3.74000       214381.       1.13000
08-02-1997 20:20:00.000          6.94000      -5.50000       4.18000     -0.560000         580.200         -575.000          77.4000          6.90000        3.51000       181525.      0.940000
08-02-1997 20:21:00.000          6.74000      -5.14000       4.34000    -0.0500000         576.600         -571.300          77.7000          4.00000        3.34000       155241.      0.870000
08-02-1997 20:22:00.000          6.79000      -5.18000       4.33000      0.470000         579.600         -574.700          74.9000         -6.00000        3.58000       162358.      0.940000
08-02-1997 20:23:00.000          7.14000      -5.39000       4.50000     -0.880000         575.600         -571.400          68.1000         -2.00000        3.30000       156820.      0.770000
08-02-1997 20:24:00.000          7.04000      -5.23000       4.26000      -1.34000         574.000         -569.300          72.5000          3.30000        3.30000       159787.      0.800000
08-02-1997 20:25:00.000          6.58000      -4.61000       3.35000      -3.27000         575.200         -569.500          80.8000          5.40000        3.48000       166421.      0.990000
08-02-1997 20:26:00.000          6.56000      -4.61000       3.56000      -3.02000         586.200         -579.500          82.5000          32.0000        3.77000       191965.       1.17000
08-02-1997 20:27:00.000          6.53000      -4.59000       3.61000      -2.92000         587.400         -580.900          83.4000          25.5000        3.61000       177433.       1.08000
08-02-1997 20:28:00.000          5.72000      -2.89000       3.32000     -0.180000         580.700         -574.800          79.0000          24.1000        3.60000       170307.       1.37000
08-02-1997 20:29:00.000          5.70000       3.52000      -2.56000       3.39000         559.800         -555.600          63.1000          26.5000        4.20000       164175.       1.57000
08-02-1997 20:30:00.000          6.29000       4.20000      -3.36000       3.24000         558.900         -555.200          60.2000          20.8000        4.58000       150607.       1.34000
08-02-1997 20:31:00.000          6.45000       4.38000      -3.61000       3.05000         563.200         -559.800          62.2000          5.70000        5.39000       128761.       1.39000
08-02-1997 20:32:00.000          6.47000       4.39000      -3.76000       2.90000         562.500         -558.900          62.6000          10.8000        5.22000       124770.       1.31000
08-02-1997 20:33:00.000          6.59000       4.44000      -3.62000       3.20000         562.600         -558.600          63.9000          20.7000        5.03000       114342.       1.17000
08-02-1997 20:34:00.000          6.58000       4.30000      -3.47000       3.58000         566.700         -562.400          65.7000          25.2000        5.38000       101793.       1.19000
08-02-1997 20:35:00.000          6.51000       4.26000      -3.48000       3.47000         99999.9          99999.9          99999.9          99999.9        999.990   1.00000E+07       999.990
08-02-1997 20:36:00.000          6.29000       4.35000      -3.45000       2.93000         569.000         -564.000          72.1000          20.6000        5.48000       83557.0       1.22000
08-02-1997 20:37:00.000          6.14000       4.51000      -2.96000       2.90000         569.000         -564.000          72.1000          20.6000        5.48000       83557.0       1.28000
08-02-1997 20:38:00.000          6.00000       3.65000      -2.94000       3.71000         567.900         -563.800          66.2000          18.2000        5.34000       85704.0       1.32000
08-02-1997 20:39:00.000          5.88000       2.57000      -1.75000       4.63000         561.700         -558.300          60.8000          9.10000        5.46000       104588.       1.53000
08-02-1997 20:40:00.000          5.88000       2.64000      -1.11000       4.05000         561.200         -558.500          53.1000          7.00000        5.53000       105189.       1.55000
08-02-1997 20:41:00.000          5.89000       2.51000      -2.32000       4.48000         564.900         -562.000          54.0000          10.5000        5.69000       97855.0       1.54000
08-02-1997 20:42:00.000          5.49000      -1.13000       3.29000       1.64000         554.000         -551.100          54.7000          10.7000        5.29000       119899.       1.81000
08-02-1997 20:43:00.000          5.19000      -2.06000       4.72000     -0.290000         554.200         -551.200          54.7000          16.1000        5.10000       137473.       2.09000
08-02-1997 20:44:00.000          5.15000      -1.94000       4.67000     -0.930000         560.800         -556.000          70.1000          20.6000        4.61000       166732.       2.13000
08-02-1997 20:45:00.000          5.37000      -1.94000       4.94000     -0.620000         556.100         -552.700          57.4000          15.3000        4.86000       153166.       1.97000
08-02-1997 20:46:00.000          5.34000      -1.95000       4.89000     -0.730000         554.400         -550.900          58.4000          21.1000        4.70000       148362.       1.90000
08-02-1997 20:47:00.000          5.19000      -1.83000       4.76000     -0.900000         554.800         -550.800          62.0000          25.5000        4.55000       147594.       1.94000
08-02-1997 20:48:00.000          5.26000      -1.60000       4.94000     -0.440000         550.500         -548.500          43.7000          14.5000        5.42000       147320.       2.25000
08-02-1997 20:49:00.000          5.44000      -1.06000       5.03000      -1.24000         550.700         -548.600          44.6000          14.8000        5.38000       147399.       2.09000
08-02-1997 20:50:00.000          5.33000     -0.670000       5.01000      -1.65000         554.300         -550.800          59.3000          19.3000        4.56000       148750.       1.85000
08-02-1997 20:51:00.000          5.56000     -0.850000       5.21000      -1.73000         554.000         -550.200          60.5000          22.7000        4.88000       141386.       1.77000
08-02-1997 20:52:00.000          5.60000      -1.06000       5.14000      -1.92000         554.100         -550.200          61.8000          23.4000        4.96000       140532.       1.77000
08-02-1997 20:53:00.000          5.49000     -0.830000       4.95000      -2.14000         555.200         -551.100          64.2000          19.4000        4.63000       152608.       1.80000
08-02-1997 20:54:00.000          5.48000     -0.780000       5.00000      -2.06000         554.500         -550.400          62.5000          24.1000        4.83000       160907.       1.94000
08-02-1997 20:55:00.000          5.39000     -0.830000       4.94000      -1.90000         549.000         -545.500          58.7000          17.5000        5.19000       151719.       2.08000
08-02-1997 20:56:00.000          5.37000     -0.450000       5.13000      -1.25000         547.600         -544.300          57.5000          15.8000        5.27000       149420.       2.11000
08-02-1997 20:57:00.000          5.73000      -1.72000       4.51000      -2.95000         549.200         -546.100          54.2000          19.6000        4.69000       154715.       1.68000
08-02-1997 20:58:00.000          5.19000      -1.26000       3.12000      -3.83000         552.000         -547.800          61.7000          25.8000        4.46000       152425.       1.93000
08-02-1997 20:59:00.000          4.65000      -1.66000       2.47000      -3.38000         543.100         -540.000          50.4000          27.4000        5.43000       163805.       3.05000
08-02-1997 21:00:00.000          5.55000      -1.78000       4.57000      -2.57000         537.400         -535.000          42.7000          27.9000        6.06000       171065.       2.45000
08-02-1997 21:01:00.000          5.02000      -1.27000       4.46000      -1.86000         545.300         -543.200          45.1000          12.4000        5.33000       158539.       2.52000
08-02-1997 21:02:00.000          3.23000     -0.240000       2.89000      -1.41000         544.700         -542.600          44.2000          16.5000        5.64000       165208.       6.60000
08-02-1997 21:03:00.000          3.61000     -0.450000       3.15000      -1.69000         541.300         -539.000          41.8000          28.2000        6.38000       179209.       6.26000
08-02-1997 21:04:00.000          4.02000     -0.130000       3.86000      -1.01000         539.900         -537.500          39.7000          31.7000        6.43000       173147.       4.99000
08-02-1997 21:05:00.000          4.78000      0.360000       4.70000      0.250000         540.700         -538.600          40.1000          27.7000        6.34000       174785.       3.50000
08-02-1997 21:06:00.000          5.13000       1.05000       4.57000       2.07000         540.600         -538.600          39.7000          26.8000        6.25000       171772.       2.97000
08-02-1997 21:07:00.000          4.25000       1.51000       3.54000       1.73000         539.700         -537.800          37.5000          24.1000        5.76000       153643.       3.74000
08-02-1997 21:08:00.000          4.40000       1.50000       2.42000       3.07000         541.200         -539.400          36.5000          24.6000        6.22000       164416.       3.91000
08-02-1997 21:09:00.000          3.62000      0.360000       2.73000       1.62000         540.400         -538.600          36.8000          23.5000        6.26000       166633.       5.86000
08-02-1997 21:10:00.000          4.02000      -1.74000       3.13000      0.250000         536.900         -535.200          37.8000          19.0000        6.38000       173416.       4.96000
08-02-1997 21:11:00.000          3.98000     -0.260000       3.55000     -0.660000         538.200         -536.300          43.5000          9.50000        6.15000       150629.       4.51000
08-02-1997 21:12:00.000          3.96000     -0.490000       3.22000      -2.09000         543.100         -541.800          34.6000          13.4000        6.29000       137282.       4.43000
08-02-1997 21:13:00.000          4.07000      -1.11000       3.39000      -1.78000         543.400         -542.000          22.7000          30.9000        6.81000       147045.       4.71000
